Manufacture_SKU_UPC,Product_Type,Post_Status,image_logo,image_main,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_console,Commercial_Level,Category,Category_Sub,Category_Sub_Sub,Category_Sub_Sub_Sub,Manufacture,Product_Name,Pricing_Cost,Pricing_MSPR,Pricing_MAP,Pricing_Special,Pricing_Special_Start_Date,Pricing_Special_End_Date,Short_Description,Overveiw,Footprint_Length,x_1,Footprint_Width,x_2,Footprint_Height,Footprint_Active_Length,x_3,Footprint_Active_Width,x_4,Footprint_Active_Height,Footprint_UOM,Machine_Weight,Machine_Weight_UOM,Elliptical_Stride_Length_Adjustable_Stride_(Yes/No),Elliptical_Stride_Length_Min,Elliptical_Stride_Length_Max,Elliptical_Stride_Length_Adjusting_Increments,Elliptical_Stride_UOM,Elliptical_Stride_Length_Type_of_Adjusting,Elliptical_Ramp_Adjustable_(Yes/No),Elliptical_Ramp_Min_Angle,Elliptical_Ramp_Max_Angle,Elliptical_Ramp_Type_of_Adjustment,Elliptical_Ramp_#_of_Adjustments,Max_User_Weight,Max_User_Weight_,Plug-in,Elliptical_Drive_System,Resistance_Type,Resistance_Levels_Quantity,Heart_Rate_Contact,Heart_Rate_Monitoring_Wireless,Elliptical_Design_(Step_In/On)_,Elliptical_Hand_Grips_Muilti_Position,Warranty_Frame_In_Years,Warranty_Parts_In_Years,Warranty_Labor_In_Year,Warranty_Treadmill_Motor,Warranty_Restrictions,Console_Type,Console_Programs,Console_Programs_User,Console_Programs_Heart_Rate_Controled,Brochure,Manual,Treadmill_Belt_Width,Treadmill_Belt_Length,Treadmill_Belt_UOM,Treadmill_Belt_Type,Treadmill_Roller_Size,Treadmill_Roller_Size_UOM,Treadmill_Deck_Thickness,Treadmill_Deck_Phenolic_Coating,Treadmill_Deck_Need_Lubercation,Treadmill_Deck_Reversibility,Treadmill_Sidestep_Rails,Treadmill_Motor_Type,Treadmill_Motor_Horse_Power,Treadmill_Deck_Adjustable_Softness,Treadmill_Speed_Min,Treadmill_Speed_Max,Treadmill_Speed_Adjustment,Treadmill_Ramp_Incline,Treadmill_Ramp_Decline,Treadmill_Ramp_Min,Treadmill_Ramp_Max_,Treadmill_Ramp_Change_Amount,Recumbent_Bike_Design,Recumbent_Bike_Seat_Back_Adjustable,Recumbent_Bike_Seat_Back_Type,Recumbent_Bike_Seat_Back_#_of_Position,Rower_Seat_Travel,Rower_Pull_Cable,Spin_Bike_Handle_Bars_Mutiposition,Spin_Bike_Fly_Wheel_Weight,Spin_Bike_Fly_Wheel_Weight_UOM,Spin_Bike_Fly_Wheel_Primiter_Weighted,Spin_Bike_Belt_System,Gym_Weight_Stack,Gym_Weight_Stack_UOM,Shipping_Wieght,Shipping_Length,Shipping_Width,Shipping_Height,Up-Sells_SKU,Cross-Sells_SKU,Download_&_Import_Attachments,Post_Author,Post_Slug,Manage_Stock?,Stock_Qty,Stock_Status,Allow_Backorders?,Sold_Individually?,Enable_Reviews,Featured,Catalog_Visibility,Tax_Status,Tax_Class
PHRRE447R410EN,simple,publish,http://www.precor.com/sites/all/themes/precor_main/images/mobile/logo.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_447_side.png,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/7/472x515-precor-in-home-product-page-img-efx-447.jpg,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_447.png,,,,,,,,,http://dsw1e6vxqxp82.cloudfront.net/products/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/f/efx_447_console.jpg,Light Commercial,Ellipticals,Standing Ellipticals,,,Precor,EFX 447 Convertible handlebar w/ CrossRamp®Precision™ Series 40 console,2756,"$5,999.00","$5,299.00",,,,,Bring the health club experience home with our top-of-the line premium EFX® 447. The motorized CrossRamp® automatically adjusts to focus on the muscle groups you select and the convertible handlebars let you choose stationary or moving handlebars. With the most personalized workout options and information the EFX® 447 is the ideal long-term training partner.,84,x,31,x,67,84,x,31,x,67,in.,240,lbs,No,,,,,Fixed,Yes,15°,40°,Automatic,20,None,,Plug-in,Rear Drive,Eddy Current Brake,20,Yes,Yes,On,No,Lifetime,10,1,,Manufacturer reserves the right to change or alter specifications at any time. Precor protects its product by vigorously enforcing its patent trademark copyright and other applicable intellectual property rights in the USA and in other countries. Precor is a registered trademark of Precor Incorporated.,LCD Membrane,24,4,3,http://files.precor.com/products/media/english/brochures/2014-Precor-Home-EFX-447-Info-sheet-web.pdf,http://files.precor.com/products/media/english/EFX_447_Manuals_121714_EN-US.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
PHRCA8353060EN,simple,publish,http://www.precor.com/sites/all/themes/precor_main/images/mobile/logo.png,https://www.precor.com/sites/precor.com/files/styles/product_image/public/AMT835_3Q_ON.png?itok=bhA3_s7x,https://www.precor.com/sites/precor.com/files/styles/product_gallery/public/AMT835PVS_SIDE.png?itok=APv1FTQw,https://www.precor.com/sites/precor.com/files/styles/product_gallery/public/Precor_AMT%20835%20with%20PVS_3Q%20view_White%20Bkgrd%20with%20male%20talent.png?itok=8A5kM004,https://www.precor.com/sites/precor.com/files/styles/product_gallery/public/Precor_AMT%20835_Close-up%20of%20user%20selecting%20program%20on%20P30%20console.png?itok=ffe1d4LS,,,,,,,,https://www.precor.com/sites/precor.com/files/styles/product_gallery/public/Precor_AMT%20835_Close-up%20of%20user%20selecting%20program%20on%20P30%20console.png?itok=ffe1d4LS,Commercial,Ellipticals,AMT,,,Precor,AMT 835 with Open Stride P30,,"$9,295.00","$8,795.00",,,,,Bring home the exact same AMT used in fitness clubs worldwide. The Adaptive Motion Trainer (AMT®) 835 with Open Stride™ fits virtually everyone regardless of size and provides an effective low-impact workout. The AMT® 835 with Open Stride provides you with an infinite range of stride paths to create a uniquely effective and personalized experience every time - all in one piece of fitness equipment.,80,x,35,x,69,80,x,35,x,69,in.,412,lbs.,Yes,0,36,0,in.,Open ,Yes,13°,40°,Automatic,5,None,,Self-Powered,,Eddy Current Brake,20,Yes,Yes | Not Included,On ,No,Lifetime,10,1,,Manufacturer reserves the right to change or alter specifications at any time. Precor protects its product by vigorously enforcing its patent trademark copyright and other applicable intellectual property rights in the USA and in other countries. Precor is a registered trademark of Precor Incorporated.,LED Membrane,6,0,0,http://www.precor.com/sites/precor.com/files/product/english/brochures/Sell%20Sheets-AMT835_Precor_web.pdf,http://www.precor.com/sites/precor.com/files/product/english/301704-401%20rev%20G%20Assembling%20and%20Maintaining%20AMT%20800-Series_Gen2_01052015%20EN-US.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,catalog/search,taxable,standard
CIC800_(800395),simple,publish,http://www.spiritfitness.com/images/navbars/spiritfitnesslogo.png,http://www.spiritfitness.com/marketing/images/productonly/CIC800A_ProductOnly_web.jpg,http://www.spiritfitness.com/marketing/images/productonly/CIC800A_ProductOnly_web.jpg,,,,,,,,,,,Light Commercial,Bikes,Spin Bikes,,,Spirit Fitness,CIC800,670,"$1,499.00","$1,299.00",,,,,The CIC800 Indoor Cycle excels in three critical areas – durability comfort andperformance. It is a perfect addition to a club corporate fitness/recreation center school or hotel because the stout design will withstand hours of consistent use. The needle bearings that encompass the pedals and flywheel axle industrial grade Hutchinson Poly-V belt and our three piece crank work synergistically to create the perfect formula for durability and performance. The fore/aft/up/down adjustments of the handlebars and seat along with SPD dual pedal design provide a comfortable fit for nearly any size rider.,42,x,21,x,41,42,x,21,x,41,in.,126,lbs.,,,,,,,,,,,,350,lbs.,Self-Powered,,,,,,,,10,3,1,,,,,,,,http://www.spiritfitness.com/documents/ownersmanuals/CIC800_OM_20151223.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,37,lbs.,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
CRS800_(800545),simple,publish,http://www.spiritfitness.com/images/navbars/spiritfitnesslogo.png,http://www.spiritfitness.com/marketing/images/productonly/CRW800_ProductOnly_web.jpg,http://www.spiritfitness.com/marketing/images/productonly/CRW800_ProductOnly_web.jpg,,,,,,,,,,http://www.spiritfitness.com/images/crs800/CRS800_Console_lg.jpg,Light Commercial,Other Equipment,Steppers,,,Spirit Fitness,CRS800,1800,"$3,799.00","$3,299.00",,,,,The CRS800 Recumbent Stepper is the perfect solution for those wanting a low-impact full-body workout while performing a functional movement with minimal stress on lower body joints. The seated stepping motion utilizes a linked linear motion enabling users to self-adjust the stroke length to accommodate their range-of motion capabilities. The smooth stepping action is complemented with oversized cushioned foot pedals linked natural upper body motion with large cushioned multi-grip handles and a step-through frame design for users with limited mobility.,67,x,32,x,48,67,x,32,x,48,in.,258,lbs.,,,,,,,,,,,,450,lbs.,Plug-in,,,20,Yes,Yes,,,Lifetime,10,2,,,LCD Membrane,6,2,2,,http://www.spiritfitness.com/images/crs800/CRS800_OM_20160203.pdf,.,,,,,,,,,,,,,,,,,,,,,,Walk-Through,Yes,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
CRW800_(800945),simple,publish,http://www.spiritfitness.com/images/navbars/spiritfitnesslogo.png,http://www.spiritfitness.com/marketing/images/productonly/CRW800_ProductOnly_web.jpg,http://www.spiritfitness.com/marketing/images/productonly/CRW800_ProductOnly_web.jpg,,,,,,,,,,http://www.spiritfitness.com/images/crw800/3-CRW800_1-console.handle_presentation_20151029_lg.jpg,Light Commercial,Rowers,,,,Spirit Fitness,CRW800,650,"$1,499.00","$1,299.00",,,,,The CRW800 Rower combines a long list of high performance features with a reliable design. From the convenience of the 20” frame height and folding storage design to the combined air/magnetic resistance and remote handle controls the CRW800 is sure to impress,94,x,18,x,38,94,x,18,x,38,in.,96,lbs.,,,,,,,,,,,,450,lbs.,Self-Powered,,,16,No,Yes,,,Lifetime,10,2,,,LCD Membrane,16,,,,http://www.spiritfitness.com/images/crw800/CRW800_OM_20160203.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
CS800_(800645),simple,publish,http://www.spiritfitness.com/images/navbars/spiritfitnesslogo.png,http://www.spiritfitness.com/marketing/images/productonly/CRS800_ProductOnly_web.jpg,http://www.spiritfitness.com/marketing/images/productonly/CRS800_ProductOnly_web.jpg,,,,,,,,,,http://www.spiritfitness.com/images/cs800/CS800_Console_BLK_lg.jpg,Light Commercial,Other Equipment,Steppers,,,Spirit Fitness,CS800,800,"$1,799.00","$1,599.00",,,,,The CS800 Stepper combines the familiar dependent stepping action with an arched step-rail design and impressive 16” maximum step height for an effective lower body workout. The narrow 2” pedal spacing (Q-Factor) large cushioned pedals and solid handrail design combine to give you an incredibly comfortable and space-efficient cardio unit.,55,x,32,x,63,55,x,32,x,63,in.,175,lbs.,,,,,,,,,,,,450,lbs.,Plug-in,,,20,Yes,Yes,,,Lifetime,10,2,,,LCD Membrane,6,2,2,,http://www.spiritfitness.com/images/cs800/cs800_om_20151223.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
CT800_(800845),simple,publish,http://www.spiritfitness.com/images/navbars/spiritfitnesslogo.png,http://www.spiritfitness.com/marketing/images/productonly/CT800_ProductOnly_web.jpg,http://www.spiritfitness.com/images/ct800/CT800_po_lg.jpg,http://www.spiritfitness.com/images/ct800/Belt_md.jpg,http://www.spiritfitness.com/images/ct800/CT800_PO_TVBracket_Black_med.jpg,,,,,,,,http://www.spiritfitness.com/images/ct800/ct800_console_med.jpg,Commercial,Treadmills,Platform Treadmills,,,Spirit Fitness,CT800,1550,"$3,199.00","$2,999.00",,,,,The CT800 is even stouter than the XT685 (75 lbs. heavier). This model is very appealing to someone that is a walker or a runner. It features a non-folding platform base which is designed to stand up to the rigors of frequent running.,84,x,35,x,57,84,x,35,x,57,in.,353,lbs.,,,,,,,,,,,,450,lbs.,Plug-in,,,,Yes,Yes,,,"Home:Lifetime: Frame Motor & Deck
Commercial: Lifetime","Home: 10 years
Commerical:5 Years: Motor Deck & Parts ","Home: 2 years labor
Commercial: 2 years Labor",,,"Large Blue-LED Matrix Window
w/ 20-Character Message Center
and Separate LED Info Windows",10,,2,,http://www.spiritfitness.com/images/ct800/ct800_OM_20151223.pdf,22,60,in.,Multi-Ply,3,in.,"1” Phenolic Double-Sided
Wax-Coated",Yes,No,Yes,Metal,DC,4 hp,no,.5 mph,12 mph,0.5,Yes,No,0%,15%,1%,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
CT850_(850815),simple,publish,http://www.spiritfitness.com/images/navbars/spiritfitnesslogo.png,http://www.spiritfitness.com/marketing/images/productonly/CT850_ProductOnly_web.jpg,http://www.spiritfitness.com/images/ct850/CT850_PO_med.jpg,http://www.spiritfitness.com/images/ct850/ct850-motor_med.jpg,http://www.spiritfitness.com/images/ct850/belt_md.jpg,http://www.spiritfitness.com/images/ct850/CT850_PO_TVBracket_BLK_med.jpg,,,,,,,http://www.spiritfitness.com/images/ct850/ct850_console_623.jpg,Commercial,Treadmills,Platform Treadmills,,,Spirit Fitness,CT850,1950,"$3,999.00","$3,799.00",,,,,,84,x,35,x,57,84,x,35,x,57,in.,397,lbs.,,,,,,,,,,,,450,lbs.,Plug-in,,,,Yes,Yes,,,"Home:Lifetime: Frame Motor & Deck
Commercial: Lifetime","Home: 10 years
Commerical:5 Years: Motor Deck & Parts ","Home: 2 years labor
Commercial: 2 years Labor","Home: Lifetime
Commercial: 5",,Large Red-LED Matrix Window w/20-Character Message Center and 4 Separate LED Windows w/ Integrated Reading Rack,12,,2,,http://www.spiritfitness.com/images/ct850/ct850_OM_20151223.pdf,22,60,in.,Multi-Ply,3,in.,"1” Phenolic Double-Sided
Wax-Coated",Yes,Yes,Yes,Metal,AC,4 hp,No,.5 mph,12 mph,0.5,Yes,No,0%,15%,1%,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
CT900,simple,draft,http://www.spiritfitness.com/images/navbars/spiritfitnesslogo.png,https://www.spiritfitness.com/images/re_ct900_2016.jpg?crc=4040949156,http://www.spiritfitness.com/images/ct900_hood_belt_final_112016.jpg?crc=4138235611,,,,,,,,,,http://www.spiritfitness.com/images/ct900_console_final_112016.jpg?crc=414087056,Commercial,Treadmills,Platform Treadmills,,,Spirit Fitness,CT900,,"$6,999.00","$6,999.00",,,,,Robust construction and commercial-grade components make the CT900 the standard for any treadmill to measure against. Specifications for the shocks rollers belt and deck were meticulously chosen to give users a smooth workout experience. Powder-coated steel powerful motor and outstanding warranty allows owners to rest assured they have products that will stand the test of time.,84,,35,,60,"84""",,35,,60,in.,473,lbs.,,,,,,,,,,,,450,lbs. ,Plug-in,,,,Yes,Yes,,,Lifetime,3 Years,3 Years,10 Years,,Ultra Bright Blue LED,18,,,,http://www.spiritfitness.com/assets/ct900_om_012017_digital.pdf,22,62,in.,Habasit® Commercial Multi-Ply,3,in.,1” Phenolic Double-Sided Wax-Coated,Yes,No,Yes,,AC,5.0 hp,no,.5 mph,12 mph,0.5,Yes,No,0%,15%,1%,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
CT900ENT,simple,draft,http://www.spiritfitness.com/images/h_ct900ent_2016.jpg?crc=303926765,http://www.spiritfitness.com/images/ct900ent_console_20161129.jpg?crc=441827548,http://www.spiritfitness.com/images/keyfeatures_ent700.jpg?crc=3856793501,http://www.spiritfitness.com/images/ct900ent_hood_belt_final_112016.jpg?crc=112366399,,,,,,,,,http://www.spiritfitness.com/images/ct900ent_console_20161129.jpg?crc=441827548,Commercial,Treadmills,Platform Treadmills,,,Spirit Fitness,CT900ENT,,"$9,499.00","$9,499.00",,,,,The CT900ENT Treadmill combines the workhorse quality and construction of the CT900 with the beauty and innovation of the entertainment display for TV web browsing and music streaming.,84,,35,,60,"84""",,35,,60,in.,473,lbs.,,,,,,,,,,,,450,lbs. ,Plug-in,,,,Yes,Yes,,,Lifetime,3 Years,3 Years,10 Years,,"15.6"" touchscreen",18,,2,,http://www.spiritfitness.com/assets/ct900_om_012017_digital.pdf,22,62,in.,Habasit® Commercial Multi-Ply,3,in.,1” Phenolic Double-Sided Wax-Coated,Yes,No,Yes,,AC,5.0 hp,no,.5 mph,12 mph,0.5,Yes,No,0%,15%,1%,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
CT850ENT_(800155),simple,publish,http://www.spiritfitness.com/images/navbars/spiritfitnesslogo.png,http://www.spiritfitness.com/images/products/features/CT850_PO_ENT700.jpg,http://www.spiritfitness.com/images/products/features/CT850_PO_ENT700.jpg,http://www.spiritfitness.com/images/products/features/KeyFeatures_ENT700.jpg,http://www.spiritfitness.com/images/products/features/ct850-motor.jpg,,,,,,,,http://www.spiritfitness.com/images/products/features/CT850_Console_ENT700.jpg,Commercial,Treadmills,Platform Treadmills,,,Spirit Fitness,CT850-ENT,3550,"$6,999.00","$6,999.00",,,,,With a 15.6” touchscreen display this console features intuitive function and design to make it,84,x,35,x,57,84,x,35,x,57,in.,406, lbs.,,,,,,,,,,,,450, lbs.,Plug-in,,,,Yes,Yes,,,"Home:Lifetime: Frame Motor & Deck
Commercial: Lifetime","Home: 10 years
Commerical:5 Years: Motor Deck & Parts ","Home: 2 years labor
Commercial: 2 years Labor","Home: Lifetime
Commercial: 5",,,,,,,,22,60,in.,Multi-Ply,3,in.,"1” Phenolic Double-Sided
Wax-Coated",Yes,Yes,Yes,Metal,AC,4 hp,No,.5 mph,12 mph,0.5,Yes,No,0%,15%,1%,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
XBR25_(251112),simple,publish,http://www.spiritfitness.com/images/navbars/spiritfitnesslogo.png,http://www.spiritfitness.com/marketing/imagesN/productonly/XBR25_PO_RTQ_web.jpg,http://www.spiritfitness.com/marketing/imagesN/productonly/XBR25_PO_RTQ_web.jpg,http://www.spiritfitness.com/images/products/h_XBR25.jpg,http://www.spiritfitness.com/images/products/features/XBR_MeshSeats.png,,,,,,,,http://www.spiritfitness.com/images/products/consoles/XBR25_Console.jpg,Light Commercial,Bikes,Recumbent Bikes,,,Spirit Fitness,XBR25,540,"$1,199.00",$999.00,,,,,quick and easy to get on and go. Robust construction and premium-grade components give users a smooth workout experience while giving owners the peace-of-mind to know their equipment will live up to the rigors of consistent use.,51,x,26,x,48,51,x,26,x,48,in.,132,lbs.,,,,,,,,,,,,350,lbs.,Plug-in,,Eddie Current Break,20,Yes,Yes,,,Lifetime,5,1,,Warranty is for home use only,LCD Membrane,6,0,0,,http://www.spiritfitness.com/documents/ownersmanuals/SpiritFitness_OM_XBR25_2016.pdf,.,,,,,,,,,,,,,,,,,,,,,,Walk-Through,No,The seat is a high durometer foam pad while the back rest is a nylon mesh that allows air flow for added comfort.,14,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
XBR55_(551112),simple,publish,http://www.spiritfitness.com/images/navbars/spiritfitnesslogo.png,http://www.spiritfitness.com/marketing/imagesN/productonly/XBR55_PO_RTQ_web.jpg,http://www.spiritfitness.com/marketing/imagesN/productonly/XBR55_PO_RTQ_web.jpg,http://www.spiritfitness.com/images/products/features/BikeInternals.jpg,http://www.spiritfitness.com/images/products/features/XBR95_BackrestIncline.png,http://www.spiritfitness.com/images/products/features/XBR_MeshSeats.png,,,,,,,http://www.spiritfitness.com/images/products/consoles/XBR55_Console.jpg,Light Commercial,Bikes,Recumbent Bikes,,,Spirit Fitness,XBR55,615,"$1,499.00","$1,299.00",,,,,The XBR55 is our mid-priced semi-recumbent bike. It offers all of the conveniences of the XBR25 along with four additional programs audio jack with speakers remote handlebar controls adjustable seat back and wireless HR chest strap (included).,51,x,26,x,48,51,x,26,x,48,in.,138,lbs.,,,,,,,,,,,,350,lbs.,Plug-in,,Eddie Current Break,20,Yes,Yes,,,Lifetime,10,1,,Warranty is for home use only,LCD Membrane,10,2,2,,http://www.spiritfitness.com/documents/ownersmanuals/SpiritFitness_OM_XBR55_2016.pdf,.,,,,,,,,,,,,,,,,,,,,,,Walk-Through,Yes,The seat is a high durometer foam pad while the back rest is a nylon mesh that allows air flow for added comfort.,14,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
XBR95_(951112),simple,publish,http://www.spiritfitness.com/images/navbars/spiritfitnesslogo.png,http://www.spiritfitness.com/marketing/imagesN/productonly/XBR95_PO_RTQ_web.jpg,http://www.spiritfitness.com/marketing/imagesN/productonly/XBR95_PO_RTQ_web.jpg,http://www.spiritfitness.com/images/products/h_XBR95.jpg,http://www.spiritfitness.com/images/products/features/XBR_MeshSeats.png,http://www.spiritfitness.com/images/products/features/XBR95_BackrestIncline.png,,,,,,,http://www.spiritfitness.com/images/products/consoles/XBR95_Console.jpg,Light Commercial,Bikes,Recumbent Bikes,,,Spirit Fitness,XBR95,760,"$1,699.00","$1,499.00",,,,,"Durable comfortable and smooth are all qualities of the Spirit Fitness semi-recumbent bikes. Easy adjustments bright LCD screens a cooling fan and mesh back seats are standard on all models. 
The XBR95 is our top of the line semi-recumbent bike. It features two additional programs a heavier flywheel 40 levels of resistance and a generator for cord-free operation!",57,x,30,x,50,57,x,57,x,50,in.,147,lbs.,,,,,,,,,,,,350,lbs.,Self-Powered,,Generator,40,Yes,Yes,,,"Home: Life Time
Commercial: Life Time",10,1,,Commercial Warranty is for up to 5 hours use or less in a non-dues paying facility,LCD Membrane,12,2,2,,http://www.spiritfitness.com/documents/ownersmanuals/SpiritFitness_OM_XBR95_2016.pdf,.,,,,,,,,,,,,,,,,,,,,,,Walk-Through,Yes,The seat is a high durometer foam pad while the back rest is a nylon mesh that allows air flow for added comfort.,14,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
XBU55,simple,publish,http://www.spiritfitness.com/images/navbars/spiritfitnesslogo.png,http://www.spiritfitness.com/marketing/imagesN/productonly/XBU55_PO_RTQ_web.jpg,http://www.spiritfitness.com/marketing/imagesN/productonly/XBU55_PO_RTQ_web.jpg,http://www.spiritfitness.com/images/products/features/XBUPedals.png,http://www.spiritfitness.com/images/products/features/XBUHandlebars.png,http://www.spiritfitness.com/images/products/features/XBUPedals.png,,,,,,,http://www.spiritfitness.com/images/products/consoles/XBU55_Console.jpg,Light Commercial,Bikes,Upright Bikes,,,Spirit Fitness,XBU 55,515,"$1,199.00",$999.00,,,,,Durable comfortable and smooth are all qualities of the XBU55 fitness bike. Easy adjustments a cooling fan high density foam seat challenging programs 20 levels of resistance and a bright LCD display are all standard. Indoor exercise bikes have been around for many decades. Their appeal and effectiveness have stood the test of time. Comfort convenience familiarity enjoyment and medical conditions are a few reasons this modality appeals to a large segment of the population.,42,x,21,x,53,42,x,21,x,53,in.,115,lbs.,,,,,,,,,,,,325,lbs.,Plug-in,,Eddie Current Break,20,Yes,Yes,,,Lifetime,10,1,,,LCD Membrane,10,2,2,,http://www.spiritfitness.com/documents/ownersmanuals/SpiritFitness_OM_XBU55_2016.pdf,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,instock,no,yes,no,no,catalog/search,taxable,standard
